line_count,en,lt,translated_text,BLEU_Score,CHRF_Score,COMET_Score
1,Meeting in Vilnius,Sutikimas Vilniuje,Sukimas vilniuje,15.575873330891495,57.73777628176294,-1.0058364868164062
2,That is the address,Štai adresas,<unk> <unk> <unk> <unk>,15.575873330891495,57.73777628176294,-1.4999371767044067
3,Where does Sigita live?,Kur gyvena Sigita?,kur givena sigita?,15.575873330891495,57.73777628176294,-1.1491436958312988
4,I am looking for Miss Sigita,Aš ieškau Sigitos,<unk> <unk> <unk> <unk> <unk>,15.575873330891495,57.73777628176294,-1.5271787643432617
5,Just a moment,Minutėlę,Virtuves,15.575873330891495,57.73777628176294,-1.436781883239746
6,Who are you please?,"Atsiprašau, o kas Jūs?","<unk> <unk> , o kas mes?",15.575873330891495,57.73777628176294,-0.9329760670661926
7,"Hello, I am Jonas Vasiliauskas","Alio, aš esu Jonas Vasiliauskas","alio, aš esu jonas vasiliauskas",15.575873330891495,57.73777628176294,1.3167333602905273
8,I am from Lithuania,Aš esu iš Lietuvos,Aš esu iš čia,15.575873330891495,57.73777628176294,1.0526938438415527
9,Welcome to Vilnius,Sveiki atvykę į Vilnių,Sveiki atvykę į vilnių,15.575873330891495,57.73777628176294,1.3206040859222412
10,A hotel room is reserved for you,Jums užsakytas kambarys viešbutyje,"<unk> 2019 UAB ""Viešbutis"". Visos teisės saugomos.",15.575873330891495,57.73777628176294,-1.222475528717041
11,"The hotel is called ""Žaliasis tiltas""","Viešbutis vadinasi ""Žaliasis tiltas""","vie<unk> butis vedinis ""žaliasis tiltas""",15.575873330891495,57.73777628176294,-0.41894471645355225
12,The hotel is not large,Viešbutis nedidelis,vie<unk> butis ned<unk> delis,15.575873330891495,57.73777628176294,-1.4894133806228638
13,It is small but comfortable,"Jis mažas, bet patogus","jis mažas, bet patogus",15.575873330891495,57.73777628176294,1.319840431213379
14,Where is the hotel?,Kur yra viešbutis?,kur ira viešbutis?,15.575873330891495,57.73777628176294,1.2990401983261108
15,It is easy to find and not far,"Lengva surasti, jis netoli","sylvania, jis netoli",15.575873330891495,57.73777628176294,-0.3535202741622925
