line_count,en,lt,translated_text,BLEU_Score,CHRF_Score,COMET_Score
1,Meeting in Vilnius,Sutikimas Vilniuje,Sutikimas Vilniuje,58.45374263757147,80.04940936491896,1.3288706541061401
2,That is the address,Štai adresas,Štai adresas,58.45374263757147,80.04940936491896,1.3287941217422485
3,Where does Sigita live?,Kur gyvena Sigita?,Kur givena Sigita?,58.45374263757147,80.04940936491896,-0.27422958612442017
4,I am looking for Miss Sigita,Aš ieškau Sigitos,Aš ieškau Sigitos,58.45374263757147,80.04940936491896,1.3253916501998901
5,Just a moment,Minutėlę,Minutėlė,58.45374263757147,80.04940936491896,1.312448501586914
6,Who are you please?,"Atsiprašau, o kas Jūs?","Asiprašau, o kas mes?",58.45374263757147,80.04940936491896,-0.5926739573478699
7,"Hello, I am Jonas Vasiliauskas","Alio, aš esu Jonas Vasiliauskas","Alio, aš esu Jonas Vasiliauskas",58.45374263757147,80.04940936491896,1.329047679901123
8,I am from Lithuania,Aš esu iš Lietuvos,Aš esu iš Lietuvos,58.45374263757147,80.04940936491896,1.327195405960083
9,Welcome to Vilnius,Sveiki atvykę į Vilnių,Sveiki atvykę į Vilnių,58.45374263757147,80.04940936491896,1.3271243572235107
10,A hotel room is reserved for you,Jums užsakytas kambarys viešbutyje,Jums užpakaliukas kambarys viešumas,58.45374263757147,80.04940936491896,-1.0954163074493408
11,"The hotel is called ""Žaliasis tiltas""","Viešbutis vadinasi ""Žaliasis tiltas""","Viešbutis vadinis ""Žaliasis tiltas""",58.45374263757147,80.04940936491896,1.3240731954574585
12,The hotel is not large,Viešbutis nedidelis,Viešbutis nedidelis,58.45374263757147,80.04940936491896,1.328885793685913
13,It is small but comfortable,"Jis mažas, bet patogus","Jis mažas, bet patogus",58.45374263757147,80.04940936491896,1.3254081010818481
14,Where is the hotel?,Kur yra viešbutis?,Kur yra viešbutis?,58.45374263757147,80.04940936491896,1.3293582201004028
15,It is easy to find and not far,"Lengva surasti, jis netoli","Lengva surasti, jis netoli",58.45374263757147,80.04940936491896,1.3216748237609863
16,Go left into Kalvarijos street and it  is one hundred meters in the right,"Pasukite į Kalvarijos gatvę, jis už šimto metrų dešinėje","Pasukite į Kalvarijos gatvę, jis už šimto metrų dešinėje",58.45374263757147,80.04940936491896,1.316674828529358
17,Good night. Till tomorrow,Labanaktis. Iki.,Labanaktis. Iki.,58.45374263757147,80.04940936491896,1.3287136554718018
18,In the hotel,Viešbutyje,Viešbutyje,58.45374263757147,80.04940936491896,1.3293068408966064
19,The receptionist welcomes you,Jus sveikina registratorė,Jus sveikina registratorė,58.45374263757147,80.04940936491896,1.3274799585342407
20,I am expecting you already,Aš Jūsų laukiau,Aš jūsų laukau,58.45374263757147,80.04940936491896,1.280184268951416
21,Have you got your  passport?,Ar turite pasą?,Ar turite pasą?,58.45374263757147,80.04940936491896,1.3280088901519775
22,Your room number is seven,Jūsų kambario numeris septintas,Jūsų kambario numeris septintas,58.45374263757147,80.04940936491896,1.3280973434448242
23,It's on the first floor,Jis antrame aukšte,Ji antrame aukštas,58.45374263757147,80.04940936491896,0.6973173022270203
24,Your room,Jūsų kambarys,JŪSŲ KAMBARYS,58.45374263757147,80.04940936491896,-0.15859907865524292
25,Here is your room.,Štai Jūsų kambarys.,Štų Jūsų kambarys.,58.45374263757147,80.04940936491896,0.40024372935295105
26,The room is very nice.,Kambarys puikus.,Kambarys puikus.,58.45374263757147,80.04940936491896,1.3291261196136475
27,On the bed is only one  pillow. Would you like two?,"Ant lovos - viena pagalvė, ar norite antrą?","Ant lovos - viena šventė, ar norite antrą?",58.45374263757147,80.04940936491896,0.03235911577939987
28,No thank you. Only one please.,"Ne, ačiū. Užteks vienos.","Ne, ačiū. Užteks vienos.",58.45374263757147,80.04940936491896,1.324885368347168
29,The bathroom is next door.,Vonia yra šalia kambario.,Vonia era šalia kambario.,58.45374263757147,80.04940936491896,0.7482683658599854
30,Would you like to take a  shower?,Ar norite išsimaudyti?,Ar norite išsimaudyti?,58.45374263757147,80.04940936491896,1.3279521465301514
31,Yes please.,"Taip, būtų gerai.","Taip, būtų gerai.",58.45374263757147,80.04940936491896,1.3239203691482544
32,Here is the soap and a bath towel.,Štai muilas ir vonios rankšluostis.,Štai muilas ir vonios rankšluostis.,58.45374263757147,80.04940936491896,1.3270782232284546
33,Thank you. The bath towel is large and soft. Terrific!,Ačiū. Rankšluostis didelis ir minkštas.  Nuostabu!,Ačiū. Rankšluostis didelis ir audimas. Nuostabu!,58.45374263757147,80.04940936491896,0.538012683391571
34,In the hotel at reception,Viešbučio registratūroje,Viešbučio registratūroje,58.45374263757147,80.04940936491896,1.3281017541885376
35,I do not like my room.,"Atsiprašau, bet aš nepatenkintas kambariu.","Asiprašau, lažintis dėl nepatenkinto kambariu.",58.45374263757147,80.04940936491896,0.2484949231147766
36,What is the matter then?,O kas negerai?,O kas negerai?,58.45374263757147,80.04940936491896,1.3282103538513184
37,I cannot sleep.,Negaliu miegoti.,Negaliu miegoti.,58.45374263757147,80.04940936491896,1.3301992416381836
38,I hear the street noise.,Girdėti triukšmas gatvėje.,Girdėtės triaukštis gatvėje.,58.45374263757147,80.04940936491896,0.6951536536216736
39,Where is your room?,Kur yra Jūsų kambarys?,Kur yra Jūsų kambarys?,58.45374263757147,80.04940936491896,1.3284428119659424
40,On the first floor.,Pirmajame aukšte.,Pirmajame aukštai.,58.45374263757147,80.04940936491896,0.8195195198059082
41,My room number is seven.,Mano kambarys septintas.,Mano kambarys septintas.,58.45374263757147,80.04940936491896,1.327568531036377
42,Would you like a room on the fifth  floor?,Ar norite kambario penktame aukšte?,Ar norite kambario penktame aukštai?,58.45374263757147,80.04940936491896,1.1197121143341064
43,"Yes, please.","Taip, būtų gerai.","Taip, būtų gerai.",58.45374263757147,80.04940936491896,1.3235294818878174
44,In the morning,Ryte,Ryte,58.45374263757147,80.04940936491896,1.3258907794952393
45,"Good morning, did you sleep well?",Labas rytas. Ar gerai miegojote?,Labas rytas. Ar gera miegojote?,58.45374263757147,80.04940936491896,-0.054676253348588943
46,"Yes, thank you.","Taip, ačiū.","Taip, ačiū.",58.45374263757147,80.04940936491896,1.3301992416381836
47,"The weather is fine now, isn't it?","Puikus oras, ar ne?","Puikus oras, ar ne?",58.45374263757147,80.04940936491896,1.3276119232177734
48,The rain has stopped.,Nustojo lyti.,Nustojo lyti.,58.45374263757147,80.04940936491896,1.3267691135406494
49,"Yes, it's a fine day.","Taip, puiki diena.","Taip, puiki diena.",58.45374263757147,80.04940936491896,1.3282010555267334
50,It's quite hot already.,Jau gana šilta.,Jau gana šilta.,58.45374263757147,80.04940936491896,1.3281844854354858
51,"What's the time, please?",Kiek dabar laiko?,Kiek dabar aiko?,58.45374263757147,80.04940936491896,0.6757848262786865
52,Just a moment.,Tuoj pažiūrėsiu.,Tuoj pajūriu.,58.45374263757147,80.04940936491896,-1.3027255535125732
53,Nearly ten o'clock!,Tuoj dešimt!,Tuoj dešimt!,58.45374263757147,80.04940936491896,1.3227242231369019
54,The Breakfast,Pusryčiai,Pusryčiai,58.45374263757147,80.04940936491896,1.3281445503234863
55,"Good morning, how are you?","Labas rytas, kaip miegojote?","Labas rytas, kaip miegojote?",58.45374263757147,80.04940936491896,1.3253337144851685
56,"Good morning, what's there for  breakfast?",Labas rytas. Ką turite pusryčiams?,Labas rytas. Ką turite pusryčiams?,58.45374263757147,80.04940936491896,1.326532006263733
57,"We have fresh  rolls: rolls with seeds or soft rolls with butter, honey or jam.","Turime šviežių bandelių: bandelių su aguonomis arba  minkštų bandelių su sviestu, medumi ar uogiene.","Turime šviesų bandelių: bandelių su aguonomis arba audrų bandelių su svestu, medumi ar uogiene.",58.45374263757147,80.04940936491896,-0.3525193929672241
58,"Yumm, that smells good.","Hm, kvepia puikiai","Hm, kvepia puikiai",58.45374263757147,80.04940936491896,1.3297455310821533
59,I'd like two rolls,Norėčiau dviejų,Norečiaus piliakalnis,58.45374263757147,80.04940936491896,-1.4011585712432861
60,One roll with seeds and a soft roll with butter and honey,Vieną bandelę su aguonomis ir vieną minkštą su sviestu  ir medumi,Viena bandelė su aguonomis ir viena ranka su sviestu ir medumi,58.45374263757147,80.04940936491896,1.206924319267273
61,I would also like a glass of orange juice and a cup of coffee  please,Taip pat norėčiau stiklinę apelsinų sulčių ir puodelį  kavos.,Taip pat norėčiau Stiklinė apelsinų sulčiaspaudės ir puodelės kavos.,58.45374263757147,80.04940936491896,0.3846275806427002
62,Another coffee?,Dar kavos?,Dar kava?,58.45374263757147,80.04940936491896,1.2164199352264404
63,Yes please,"Taip, ačiū","Taip, ačiū",58.45374263757147,80.04940936491896,1.3295857906341553
64,The waitress smiles,Padavėjas šypsosi,Padavėjas šypsosi,58.45374263757147,80.04940936491896,1.3272655010223389
65,Where do you live then?,Kur Jūs gyvenate?,Kur mes gyvenate?,58.45374263757147,80.04940936491896,0.9093083739280701
66,I live in Toronto,Aš gyvenu Toronte,Aš givenu Toronte,58.45374263757147,80.04940936491896,-1.0677509307861328
67,Is this your's first visit to Vilnius?,Ar Jūs pirmą kartą Vilniuje?,Ar mes perkam kartu Vilniuje?,58.45374263757147,80.04940936491896,-0.66929692029953
68,"Yes, I like Vilnius","Taip, man patinka Vilnius","Taip, vyras patinka Vilnius",58.45374263757147,80.04940936491896,0.975439727306366
69,Do you understand my Lithuanian?,Ar Jūs mane suprantate?,Ar Jūs mane suprantate?,58.45374263757147,80.04940936491896,1.3251899480819702
70,"Yes, your Lithuanian is good","Taip, Jūs puikiai kalbate lietuviškai.","Taip, Jūs puikiai lietuviški.",58.45374263757147,80.04940936491896,0.05732411891222
71,"I can understand a lot, but please speak slowly","Taip, aš daug suprantu, bet kalbėkite lėčiau prašom","Taip, aš daug daugiau suprantu, bet kalbėti lėčiau prašom",58.45374263757147,80.04940936491896,1.2007293701171875
72,The Clock.,Laikrodis,Laikrodis,58.45374263757147,80.04940936491896,1.3269851207733154
73,It is ten o'clock.,Dabar dešimt valandų.,Dabar dešimtų valandų.,58.45374263757147,80.04940936491896,0.8410416841506958
74,It is ten fifteen.,Penkiolika minučių po dešimtos.,Penkiolika minučių po dešimtos.,58.45374263757147,80.04940936491896,1.3194403648376465
75,Quarter past ten.,Ketvirtis vienuoliktos.,Ketvirtis vienuolikos.,58.45374263757147,80.04940936491896,1.233694314956665
76,It is ten thirty or half past ten.,Dešimt valandų trisdešimt minučių arba puse vienuoliktos.,Dešimt valandinių trisdešimt minučių arba pause vienuolikos.,58.45374263757147,80.04940936491896,-0.16953837871551514
